748.23 512.19
364.32 387.98
463.37 143.2
488.8 652.5
517.19 44.9
572.61 571.85
114.95 937.23
566.4 536.21
857.11 802.25
146.63 862.82
103.6 311.73
859.9 178.28
576.57 741.49
272.07 319.93
153.91 940.65
109.57 555.37
30.12 260.31
609.6 945.9
588.51 341.42
375.65 1.27
330.04 178.85
384.98 757.62
183.22 220.23
713.84 527.4
105.94 495.19
472.43 387.59
649.97 429.74
809.45 81.34
193.93 804.94
144.76 944.26
602.7 570.34
211.42 459.11
481.78 589.84
328.23 715.06
829.53 676.66
614.33 999.19
797.17 623.32
826.43 548.73
198.48 791.1
125.21 187.37
660.41 610.08
106.69 938.66
856.05 986.08
912.12 500.4
492.53 871.8
175.33 659.54
622.55 288.73
8.65 787.25
81.64 598.46
681.78 505.9
978.46 594.32
952.0 651.44
443.34 211.65
334.9 591.91
11.87 475.83
313.37 875.74
229.96 504.03
157.28 193.45
715.77 164.39
714.8 903.5
879.55 451.13
651.58 894.49
201.29 331.76
468.56 563.55
839.55 167.8
433.07 455.28
223.38 680.75
32.43 986.68
278.61 849.97
81.5 729.8
120.04 995.93
698.68 511.88
355.39 288.4
799.78 429.53
677.69 584.31
51.95 153.49
66.02 860.68
157.74 510.42
371.53 871.76
716.53 694.66
548.45 716.87
440.11 278.66
914.72 702.8
8.71 351.99
280.74 757.45
559.69 796.9
550.23 98.69
816.1 999.77
639.46 563.72
328.77 426.06
741.66 518.64
167.61 493.75
216.2 45.89
198.91 827.06
802.63 460.02
13.53 395.62
951.46 898.05
388.52 475.76
846.37 84.46
760.66 60.17
376.09 92.61
677.53 100.12
39.4 231.32
998.78 606.05
743.54 647.38
908.21 553.44
450.06 810.75
927.76 827.9
198.67 574.97
410.79 861.17
7.75 343.7
876.25 657.56
830.17 536.01
533.85 690.25
973.43 160.29
753.06 372.18
795.72 638.39
319.92 244.07
571.91 731.97
87.16 972.73
525.08 614.34
675.9 999.42
431.44 46.23
242.42 199.27
304.16 419.55
819.55 674.34
899.87 41.14
122.02 282.78
251.43 649.89
406.45 232.45
273.89 200.69
763.95 346.92
397.64 160.82
471.44 948.75
750.58 770.46
353.5 38.21
493.05 427.55
331.57 981.61
62.01 150.16
716.14 434.21
467.08 593.89
531.14 872.24
147.37 250.49
972.0 999.49
640.33 463.93
716.96 87.81
245.44 248.07
5.0 161.83
367.96 856.31
92.87 228.84
943.71 400.9
634.21 27.15
296.39 453.44
88.58 945.89
784.49 121.74
914.2 91.35
93.31 322.22
738.34 162.54
387.76 141.13
881.23 791.05
312.36 178.41
409.53 873.86
652.75 443.54
568.84 492.71
701.28 125.16
78.91 224.34
723.24 756.24
86.75 452.33
768.58 548.6
110.09 544.77
820.43 422.83
195.3 123.77
142.76 104.27
974.86 872.64
546.82 383.68
597.92 23.46
551.65 489.99
801.36 32.21
953.92 355.04
532.93 227.79
634.3 592.71
4.33 886.73
310.31 769.21
655.28 698.05
383.3 471.65
451.91 485.34
921.39 310.16
508.37 159.92
542.05 339.49
610.67 578.93
835.83 402.0
239.76 562.92
