326.68 42.85
58.05 641.49
536.11 167.54
836.26 311.16
156.3 33.25
77.76 46.89
414.83 169.86
49.52 302.34
106.81 187.95
593.09 422.72
193.27 10.97
545.63 155.91
335.02 710.45
995.5 406.32
603.15 29.31
685.39 295.51
788.1 295.62
253.21 132.3
888.65 820.59
942.63 824.47
592.39 654.72
326.0 317.05
604.08 463.99
693.18 343.98
932.84 85.88
63.65 740.14
623.27 260.75
953.71 150.63
856.87 361.23
390.43 254.29
482.9 389.59
752.06 601.92
493.47 198.88
645.1 35.62
684.67 152.62
581.83 613.29
153.65 644.99
972.57 570.1
272.42 831.09
376.18 361.43
503.6 56.43
711.81 810.8
657.63 534.43
253.64 442.83
121.85 444.8
502.51 996.68
350.68 434.27
501.27 765.12
57.63 583.32
722.79 568.24
392.13 540.29
260.09 259.81
101.92 565.82
559.48 193.23
960.86 736.19
729.74 704.71
57.89 890.25
359.68 204.99
746.77 698.07
516.99 628.09
422.51 631.4
909.71 570.97
636.94 123.37
475.8 382.16
902.55 6.3
828.29 850.62
644.48 501.79
683.61 116.38
293.67 673.98
411.23 506.54
398.55 757.45
619.93 133.1
26.9 271.29
736.16 656.23
927.79 711.67
21.34 481.69
298.12 704.0
103.8 34.24
796.76 26.88
735.57 623.25
236.74 496.69
7.37 899.56
69.3 561.17
76.28 387.96
596.26 512.94
518.11 432.52
618.21 633.35
87.82 473.11
674.34 885.44
638.3 528.4
415.36 996.0
607.87 739.11
483.23 333.75
382.59 415.71
893.03 97.1
326.82 619.53
737.65 462.18
154.84 395.11
311.78 833.22
528.2 796.44
827.55 548.46
37.38 898.46
649.72 550.9
477.64 2.85
147.41 398.76
568.46 654.35
611.79 232.72
918.82 722.89
348.63 655.33
611.55 52.33
102.1 588.29
58.61 324.46
110.28 376.91
555.09 144.45
242.61 18.67
79.01 397.23
141.89 193.89
630.72 898.22
408.53 173.1
359.32 893.72
792.77 488.46
453.7 892.33
189.05 379.72
444.94 58.47
429.16 60.14
760.78 328.74
669.14 267.96
175.57 567.75
92.27 282.13
37.26 908.38
524.73 813.4
685.78 977.46
957.72 342.93
771.12 394.52
591.81 907.87
900.94 299.32
824.52 984.75
294.83 814.21
752.0 20.13
704.37 134.4
519.06 923.29
704.64 693.48
435.95 161.36
125.27 151.39
729.19 323.66
559.97 768.57
884.96 898.64
257.5 464.76
153.0 661.73
338.9 679.35
431.53 286.56
138.65 720.82
247.99 557.69
971.14 69.38
156.05 567.54
584.55 42.99
661.66 385.03
727.17 222.75
330.22 273.97
995.43 992.48
646.76 640.28
117.33 960.44
249.18 387.88
178.14 828.24
632.18 744.71
454.88 559.57
680.94 558.52
929.48 826.91
985.1 838.58
639.65 449.55
283.01 898.8
599.85 410.26
666.85 716.27
58.7 594.79
995.81 815.68
190.68 855.26
192.17 160.15
979.57 76.18
207.57 130.24
51.72 824.5
967.78 121.41
245.75 223.36
650.55 760.51
955.9 141.74
259.77 624.01
681.13 572.6
97.71 60.99
139.68 664.02
719.72 651.75
270.0 687.56
266.69 612.41
977.38 850.32
677.42 372.08
89.75 44.5
178.98 589.56
164.79 531.61
122.9 411.31
559.62 29.21
807.59 44.35
982.55 620.28
70.76 437.52
342.08 999.73
189.72 865.53
431.05 452.29
507.96 7.53
65.81 633.58
938.84 637.79
608.04 649.99
741.99 8.96
338.4 458.61
475.75 340.78
461.46 876.82
648.76 727.87
357.9 310.75
153.47 530.35
516.56 810.79
793.69 744.16
210.91 565.3
96.26 325.82
818.87 163.46
643.76 69.05
457.99 13.46
139.18 888.75
590.14 815.39
147.27 716.7
57.29 224.8
138.93 815.61
192.51 968.22
521.43 17.1
152.11 926.48
288.74 857.33
420.07 540.76
136.08 230.02
86.3 385.24
335.98 401.78
724.24 409.74
446.31 235.58
430.5 147.59
610.58 839.2
236.23 671.47
498.97 553.84
734.31 437.17
207.86 704.93
196.38 639.96
436.11 233.86
819.32 212.15
472.75 969.81
900.26 214.64
766.41 613.18
129.94 749.14
900.66 350.2
9.51 636.92
81.65 474.5
832.66 243.88
579.13 749.4
548.45 683.52
959.68 672.31
919.26 475.77
287.73 79.91
276.68 33.12
8.77 67.37
15.03 80.28
534.31 728.88
570.36 973.13
396.02 630.51
810.1 194.25
829.67 484.71
616.83 506.64
486.87 876.74
975.92 563.48
135.27 308.26
866.22 34.75
392.44 268.29
446.23 318.74
144.72 213.53
622.4 529.0
551.27 263.11
572.55 138.48
978.67 558.93
100.95 767.85
445.84 39.01
673.12 586.6
440.74 416.01
315.96 875.63
467.55 242.75
991.51 356.56
961.79 994.02
11.94 832.95
955.1 273.69
981.01 286.11
565.06 477.46
345.31 597.43
603.3 434.36
651.04 108.14
228.69 831.9
501.96 408.4
586.7 216.54
752.31 168.67
151.36 879.74
918.37 889.0
621.46 580.5
776.47 337.11
477.34 610.55
148.74 623.35
590.87 394.56
462.06 245.79
537.68 229.85
422.83 599.95
728.56 27.75
903.86 448.41
723.98 455.22
60.75 85.98
326.76 378.9
927.7 626.95
209.36 696.09
322.67 982.21
939.05 162.04
186.38 98.7
211.35 317.27
512.09 648.7
399.39 890.54
800.04 55.75
307.52 339.47
534.84 277.64
527.95 419.13
294.77 376.44
700.89 171.13
926.48 507.34
652.04 616.87
358.3 684.89
724.67 28.51
494.2 19.41
550.43 739.64
786.94 574.41
248.61 668.29
306.81 868.86
807.52 933.21
294.88 231.47
525.69 408.09
129.61 624.11
220.96 546.08
293.49 723.95
21.45 666.2
205.92 277.52
760.14 63.19
588.78 367.48
275.98 733.46
563.41 623.71
92.78 585.59
76.06 936.94
899.29 834.95
17.11 299.42
796.59 156.25
874.57 49.52
720.42 377.67
667.83 768.05
339.43 984.64
6.53 187.86
733.09 213.17
897.0 151.27
179.37 981.79
23.2 151.07
312.38 360.69
457.99 670.63
902.26 46.29
262.61 598.25
922.53 144.01
983.26 879.46
861.82 681.7
441.72 913.32
251.91 319.05
815.03 631.97
854.84 137.86
416.4 921.7
149.35 572.34
30.04 456.71
3.07 296.16
230.23 644.02
272.96 908.53
67.68 941.92
943.18 979.89
2.71 955.63
242.41 380.97
748.29 311.96
586.7 338.88
286.9 176.55
957.97 874.74
610.62 936.03
360.89 963.41
283.08 582.32
847.68 908.0
577.91 887.44
309.11 230.41
525.12 302.66
752.45 465.45
593.14 936.08
4.12 945.99
789.75 754.19
451.71 433.48
251.48 28.35
840.6 623.2
767.89 712.85
998.43 647.76
199.03 224.72
956.17 76.71
38.19 833.89
384.88 253.0
260.06 384.79
939.55 416.55
982.69 560.7
429.99 224.63
800.45 151.65
242.29 723.39
68.02 529.68
653.76 98.16
451.27 92.62
550.62 194.15
516.4 900.95
310.2 875.88
808.4 56.84
308.78 925.22
934.57 877.27
607.08 458.99
879.49 783.66
718.83 936.67
940.22 899.27
494.37 10.87
457.03 759.79
113.12 672.19
841.25 0.32
17.05 491.67
194.08 245.78
346.96 298.78
647.66 115.59
613.69 507.9
759.53 988.94
884.41 436.15
46.11 465.27
387.66 775.29
866.34 409.64
926.46 751.73
853.56 844.23
976.09 933.22
310.08 591.98
264.18 503.3
30.77 164.15
790.28 110.41
740.2 571.77
290.53 342.77
291.06 814.55
11.7 104.11
886.94 320.61
462.22 679.44
506.53 408.73
738.76 411.0
674.91 461.05
462.24 493.18
13.4 905.37
550.91 282.24
376.77 17.52
701.67 921.43
446.89 520.78
299.1 399.61
255.31 406.66
229.06 791.71
265.13 58.92
421.0 973.22
872.63 232.71
527.32 138.47
548.29 50.1
508.51 910.69
813.6 160.14
81.59 378.51
710.19 623.96
722.74 526.12
956.65 575.99
346.36 174.63
762.47 700.27
894.11 185.47
826.0 203.15
717.63 22.78
694.22 528.25
207.04 528.76
970.14 23.07
910.88 376.18
630.49 374.53
951.75 582.81
558.37 521.67
481.03 533.46
336.43 797.02
264.04 445.89
347.17 836.35
12.72 94.21
634.12 360.33
492.44 492.5
390.42 972.9
317.52 580.13
78.33 788.71
848.89 212.77
320.64 263.82
